Name,URL,ISSN,"EconLit Coverage",Formerly,See
"Journal of Public Finance and Public Choice/Economia delle Scelte Pubbliche",,1120-7019,"Jan.-April 1992, 10(1) - 2014, 32(1-3)","Economia delle Scelte Pubbliche/Journal of Public Finance and Public Choice","Journal of Public Finance and Public Choice"
"Journal of Quantitative and Technical Economics",http://www.jqte.net/sljjjsjjyjen/ch/reader/issue_list.aspx,1000-3894,"2013, 30(1) - present",,
"Journal of Quantitative Economics",,0971-1554,"Jan. 1985, 1(1) - July 1998, 14(2)",,"Journal of Quantitative Economics, New Series"
"Journal of Quantitative Economics, New Series",https://link.springer.com/journal/volumesAndIssues/40953,0971-1554,"July 2003, 1(1) - present","Journal of Quantitative Economics",
"Journal of Real Estate Finance and Economics",https://link.springer.com/journal/volumesAndIssues/11146,0895-5638,"Feb. 1989, 2(1) - present",,
"Journal of Real Estate Literature",http://aresjournals.org/loi/rees,0927-7544,"Jan. 1993, 1(1) - present",,
"Journal of Real Estate Portfolio Management",https://www.tandfonline.com/loi/repm20,1083-5547,"1996, 2(1) - present",,
"Journal of Real Estate Practice and Education",https://www.tandfonline.com/toc/rjrp20/current,1521-4842,"1998, 1(1) - present",,
"Journal of Real Estate Research",https://www.tandfonline.com/loi/rjer20,0896-5803,"Winter 1994, 9(1) - present",,
"Journal of Regional Analysis and Policy",https://jrap.scholasticahq.com/,1090-4999,"1996, 26(1) - present","Regional Science Perspectives",
"Journal of Regional Science",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291467-9787/issues,0022-4146,"1958, 1(1) - present",,
"Journal of Regulatory Economics",https://link.springer.com/journal/volumesAndIssues/11149,0922-680X,"March 1989, 1(1) - present",,
"Journal of Research in Economics",https://dergipark.org.tr/en/pub/jore,2636-8307,"2018, 2(2) - present","Marmara Journal of Economics",
"Journal of Research in Islamic Economics",,,"Summer 1983, 1(1) - Summer 1985, 3(1)",,
"Journal of Research in Pharmaceutical Economics",,0896-6621,"1992, 4(1) - 2001, 11(3-4)",,"Journal of Pharmaceutical Finance, Economics and Policy"
"Journal of Reviews on Global Economics",http://www.lifescienceglobal.com/independent-journals/journal-of-reviews-on-global-economics/previous-volumes,1929-7092,"2012, 1 - present",,
"Journal of Risk",http://www.risk.net/type/journal/source/journal-of-risk,1465-1211,"Fall 1998, 1(1) - present",,
"Journal of Risk and Control",http://www.scienpress.com/journal_focus.asp?main_id=139&Sub_id=419,2056-3701,"December 2016, 3(1) - present",,
"Journal of Risk and Financial Management",http://www.mdpi.com/journal/jrfm,1911-8066,"December 2008, 1(1) - present",,
"Journal of Risk and Insurance",https://onlinelibrary.wiley.com/loi/15396975,0022-4367,"March 1969, 36(1) - present",,
"Journal of Risk and Uncertainty",https://link.springer.com/journal/volumesAndIssues/11166,0895-5646,"March 1988, 1(1) - present",,
"Journal of Risk Finance",https://www.emerald.com/insight/publication/issn/1526-5943,1526-5943,"2012, 13(1) - present",,
"Journal of Risk Model Validation",http://www.risk.net/type/journal/source/journal-of-risk-model-validation,1753-9579,"Spring 2007, 1(1) - present",,
"Journal of Self-Governance and Management Economics",https://www.ceeol.com/search/journal-detail?id=1253,2329-4175,"2013, 1(1) - present",,
"Journal of Small Business and Entrepreneurship",http://www.tandfonline.com/loi/rsbe20,0827-6331,"Spring 2003, 16(3-4) - present",,
"Journal of Small Business Finance",,1057-2287,"Spring 1991, 1(1) - 1995, 4(2-3)",,"Journal of Entrepreneurial and Small Business Finance"
"Journal of Social and Administrative Sciences",http://kspjournals.org/index.php/JSAS/issue/archive,2149-0406,"December 2014, 1(1) - June 2017, 4(2)",,
"Journal of Social and Economic Development",https://link.springer.com/journal/volumesAndIssues/40847,0972-5792,"Jan.-June 1998, 1(1) - present",,
"Journal of Social and Economic Policy",http://www.serialsjournals.com/archives.php?journals_id=45,0973-3426,"June 2005, 2(1) - 2014, 11(1)","Indian Journal of Social and Economic Policy",
"Journal of Socio-Economics",,1053-5357,"Spring 1991, 20(1) - February 2014, 48","Journal of Behavioral Economics","Journal of Behavioral and Experimental Economics"
"Journal of South Asian Development",https://journals.sagepub.com/loi/SAD,0973-1741,"April 2012, 7(1) - present",,
"Journal of Southeast Asian Economies",http://www.iseas.edu.sg/flagship-publications/journal-of-southeast-asian-economies,2339-5095,"April 2013, 30(1) - present","ASEAN Economic Bulletin",
"Journal of Spatial Economics",https://link.springer.com/journal/43071/volumes-and-issues,2662-298X,"December 2020, 1(1) - present",,
"Journal of Sports Economics",https://journals.sagepub.com/loi/jse,1527-0025,"Feb. 2000, 1(1) - present",,
"Journal of Sustainable Real Estate",https://www.tandfonline.com/toc/rsre20/current,1949-8276,"2009, 1(1) - present",,
"Journal of Technology Transfer",https://link.springer.com/journal/volumesAndIssues/10961,0892-9912,"March 2000, 25(1) - present",,
"Journal of the American Real Estate and Urban Economics Association",,0270-0484,"Summer 1994, 22(2) - Winter 1994, 22(4)","American Real Estate and Urban Economics Association Journal","Real Estate Economics"
"Journal of the American Statistical Association",http://amstat.tandfonline.com/loi/uasa20,0162-1459,"March 1888, 1(1) - present",,
"Journal of the Asia Pacific Economy",http://www.tandfonline.com/loi/rjap20,1354-7860,"1996, 1(1) - present",,
"Journal of the Association for Consumer Research",https://www.journals.uchicago.edu/loi/jacr,2378-1815,"January 2016, 1(1) - present",,
"Journal of the Association of Environmental and Resource Economists",http://www.journals.uchicago.edu/loi/jaere,2333-5955,"Spring-Summer 2014, 1(1-2) - present",,
"Journal of the Chinese Statistical Association",http://jcsa.stat.org.tw/,0529-6528,"March 2005, 43(1) - present",,
"Journal of the Economic Science Association",https://link.springer.com/journal/40881/volumes-and-issues,2199-6784,"July 2015, 1(1) - present",,
"Journal of the Economics of Ageing",https://www.sciencedirect.com/journal/the-journal-of-the-economics-of-ageing/issues,2212-828X,"November 2013, 1-2 - present",,
"Journal of the Economics of Business",,0962-1369,"1994, 1(1) - 1994, 1(2)",,"International Journal of the Economics of Business"
"Journal of the European Economic Association",https://academic.oup.com/jeea/issue,1542-4766,"March 2003, 1(1) - present",,
"Journal of the History of Economic Thought",http://journals.cambridge.org/action/displayBackIssues?jid=HET,1053-8372,"Spring 1990, 12(1) - present",,
"Journal of the Japanese and International Economies",http://www.sciencedirect.com/science/journal/08891583,0889-1583,"March 1987, 1(1) - present",,
"Journal of the Knowldege Economy",https://link.springer.com/journal/volumesAndIssues/13132,1868-7865,"March 2010, 1(1) - present",,
"Journal of the Korean Economy",,1598-2750,"Spring 2000, 1(1) - August 2010, 11(2)",,"Korea and the World Economy"
"Journal of the Royal Statistical Society, Series A",,0035-9238,"March 1886, 49(1) - 1987, 150(4)",,"Journal of the Royal Statistical Society: Series A (Statistics in Society)"
"Journal of the Royal Statistical Society: Series A (Statistics in Society)",https://academic.oup.com/jrsssa/issue,0964-1998,"1988, 151(1) - present","Journal of the Royal Statistical Society, Series A",
"Journal of the Royal Statistical Society: Series B (Statistical Methodology)",https://academic.oup.com/jrsssb/issue,1369-7412,"January 2016, 78(1) - present",,
"Journal of the Social Sciences",http://pubcouncil.kuniv.edu.kw/jss/,0253-1097,"Spring 1997, 25(1) - present",,
"Journal of the Statistical and Social Inquiry Society of Ireland",,0081-4776,"1990-91, 26(3) - 1999-2000, 29",,
"Journal of the Transportation Research Forum",http://www.trforum.org/journal/,1046-1469,"Winter 2003, (1) - Fall 2017, 56(3)",,
"Journal of Time Series Analysis",http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9892/issues,0143-9782,"January 2013, 34(1) - present",,
"Journal of Time Series Econometrics",http://www.degruyter.com/view/j/jtse,2194-6507,"2009, 1(1) - present",,
"Journal of Transnational Management Development",,1068-6061,"1994, 1(1) - 2004, 9(4)",,
"Journal of Transport Economics and Policy",http://www.ingentaconnect.com/content/lse/jtep,0022-5258,"Jan. 1969, 3(1) - present",,
"Journal of Transportation and Statistics",http://www.bts.gov/publications/journal_of_transportation_and_statistics/index.html,1094-8848,"Jan. 1998, 1(1) - present",,
"Journal of Urban Affairs",http://www.tandfonline.com/loi/ujua20,0735-2166,"2010, 32(1) - present",,
"Journal of Urban Economics",http://www.sciencedirect.com/science/journal/00941190,0094-1190,"Jan. 1977, 4(1) - present",,
"Journal of Urban Economics and Management",http://www.iueam.ir/browse.php?&slct_pg_id=17&sid=1&slc_lang=en,2345-2870,"2013, 1(1) - present",,
"Journal of Urban Management",https://www.sciencedirect.com/journal/journal-of-urban-management/issues,2226-5856,"April 2019, 8(1) - present",,
"Journal of Wine Economics",https://www.cambridge.org/core/journals/journal-of-wine-economics,1931-4361,"May 2006, 1(1) - present",,
"Journal of Women's Entrepreneurship and Education",https://www.library.ien.bg.ac.rs/index.php/jwee/issue/archive,1821-1283,"2015, (1-2) - present",,
"Journal of World Business",http://www.sciencedirect.com/science/journal/10909516,1090-9516,"Spring 1997, 32(1) - present","Columbia Journal of World Business",
"Journal of World Investment and Trade",https://brill.com/view/journals/jwit/jwit-overview.xml,1660-7112,"February 2018, 19(1) - present",,
"Journal of World Trade",http://www.kluwerlawonline.com/toc.php?pubcode=TRAD,1011-6702,"Feb. 1988, 22(1) - Dec. 1991, 25(6); 2000, 34(1) - present","Journal of World Trade Law",
"Journal of World Trade Law",,0022-5444,"Jan.-Feb. 1977, 11(1) - Dec. 1987, 21(6)",,"Journal of World Trade"
"Journal on Chain and Network Science",http://www.wageningenacademic.com/loi/jcns,1569-1829,"2012, 12(1) - 2016, 16(2)",,
"Judgment and Decision Making",http://journal.sjdm.org,1930-2975,"July 2006, 1(1) - present",,
Juncture,,1744-5396,"February-April 2012, 19(1) - Spring 2017, 23(4)","Public Policy Research","IPPR Progressive Review"
"Jurnal Ekonomi Malaysia",https://www.ukm.my/jem/,0126-1962,"2013, 47(1) - present",,
"Kafkas Üniversitesi &Idot;ktisadi ve &Idot;dari Bilimler Fakültesi/Kafkas University Journal of Economics and Administrative Sciences Faculty",https://dergipark.org.tr/tr/pub/kauiibf,1309-4289,"2015, 6(9) - present",,
"Kansantaloudellinen Aikakauskirja",,0022-8427,"1969, 65(1) - 1985, 81(4)",,
"KDI Journal of Economic Policy",http://www.kdijep.org/,2586-2995,"February 2016, 38(1) - present",,
"Keio Economic Studies",http://koara.lib.keio.ac.jp/xoonips/,0022-9709,"1963, 1(1) - present",,
"Keizai Bunseki",https://www.esri.cao.go.jp/en/esri/archive/bun/bunseki-e_menu.html,0453-4727,"2007, (179) - present",,
"Kobe Economic and Business Review",,0075-6407,"1953, 1(1) - 2009, (54)",,"Japanese Accounting Review"
"Kobe University Economic Review",http://www.econ.kobe-u.ac.jp/en/research/er.html,0454-1111,"1955, 1(1) - 2017, (62)",,
"Kokumin-Keizai Zasshi",,0387-3129,"Sept. 1975, 132(3) - Aug. 1985, 152(2)",,
Konjunkturpolitik,,0023-3498,"1976, 22(3) - 2003, 48(3-4)",,"Applied Economics Quarterly"
"Korea and the World Economy",http://www.akes.or.kr/kwe/issues,1598-2750,"December 2010, 11(3) - present","Journal of the Korean Economy",
"Kredit und Kapital",,0023-4591,"1976, 9(3) - 2012, 45(4)",,"Credit and Capital Markets/Kredit und Kapital"
Kyklos,http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291467-6435/issues,0023-5962,"1947, 1(1) - present",,
"Kyoto Economic Review",https://repository.kulib.kyoto-u.ac.jp/dspace/handle/2433/39600,1349-6786,"June 2004, 73(1) - present",,
"Kyoto University Economic Review",,0023-6055,"July 1926, 1(1) - October 1984, 54(2)",,
"L'Actualité Economique",,0001-771X,"March 1978, 54(1) - Dec. 1996, 72(4)",,"L'Actualité Economique/Revue D'Analyse Economique"
"L'Actualité Economique/Revue D'Analyse Economique",https://actualiteeconomique.hec.ca/,0001-771X,"March-June-Sept. 1997, 73(1-2-3) - December 2020, 96(4)","L'Actualité Economique",
L'Impresa,,0035-6816,"Jan.-Feb. 1969, 11(1) - 1984, 26(5)",,
L'Industria,,,"Jan.-March 1969, (1) - July-Dec. 1972, (3-4)",,"L'Industria, Nuova Serie"
"L'Industria, Nuova Serie",http://www.rivisteweb.it/issn/0019-7416,0019-7416,"1973, 1 - present",L'Industria,
"La Questione Agraria",,1593-8441,"1st Trimester 2001, (1) - 4th Trimester 2005, (4)",,"QA: Rivista dell' Associazione Rossi-Doria"
"La Revue des Sciences de Gestion",http://www.cairn.info/revue-des-sciences-de-gestion.htm,1160-7742,"January-February 2008, (229) - present",,
"La Revue du Financier",http://www.cybel.fr/html/Communaute/rdf/ap.html,0223-0143,"January-February 2010, (181) - present",,
"Labor History",http://www.tandfonline.com/loi/clah20,0023-656X,"Winter 1969, 10(1) - present",,
Labour,http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291467-9914/issues,1121-7081,"Spring 1993, 7(1) - present",,
"Labour and Industry: A Journal of the Social and Economic Relations of Work",https://www.tandfonline.com/toc/rlab20/current,1030-1763,"2018, 28(1) - present",,
"Labour Economics",http://www.sciencedirect.com/science/journal/09275371,0927-5371,"June 1993, 1(1) - present",,
"Labuan Bulletin of International Business and Finance",https://jurcon.ums.edu.my/ojums/index.php/lbibf,1675-7262,"December 2009, 7 - present",,
"Lahore Journal of Economics",http://www.lahoreschoolofeconomics.edu.pk/EconomicsJournal/LJEIntro.aspx,1811-5438,"Oct. 1996, 1(1) - present",,
"Land Economics",http://le.uwpress.org/content/by/year,0023-7639,"January 1925, 1(1) - present",,
"Latin American Economic Review",https://www.latinaer.org/journal,2198-3526,"December 2014, 23(1) - present","Economia Mexicana, Nueva Epoca",
"Latin American Journal of Economics",https://www.jstor.org/journal/latiamerijecon,0719-0425,"May 2011, 48(1) - December 2016, 53(1)","Cuadernos de Economia (Pontifical Catholic University of Chile)",
"Latin American Journal of Trade Policy",https://lajtp.uchile.cl/index.php/LAJTP/issue/archive,0719-9368,"2018, 1(1) - present",,
"Latin American Politics and Society",https://www.cambridge.org/core/journals/latin-american-politics-and-society/all-issues,1531-426X,"Spring 2001, 43(1) - present","Journal of Interamerican Studies and World Affairs",
"Law and Contemporary Problems",http://scholarship.law.duke.edu/lcp/all_issues.html,0023-9186,"Winter 1969, 34(1) - present",,
"Lecturas de Economia",https://revistas.udea.edu.co/index.php/lecturasdeeconomia/issue/view/4023,0120-2596,"Jan.-June 1996, (44) - present",,
"Les Cahiers du CREAD",https://www.ajol.info/index.php/cread/issue/archive,1012-0009,"2008, (83-84) - present",,
"Letters in Spatial and Resource Sciences",https://link.springer.com/journal/volumesAndIssues/12076,1864-4031,"2008, 1(1) - present",,
"Liiketaloudellinen Aikakauskirja",,0024-3469,"1969, 18(1) - Winter 2014, 63(4)",,"Nordic Journal of Business"
"Lloyds Bank Review",,0024-547X,"July 1946, 1(1) - October 1987, (166)",,
